"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/OculusVR/Materials/OculusMR_OpaqueColoredMaterial.OculusMR_OpaqueColoredMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","12","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","12","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","29","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","20","1","0.000000","0","0"
"/Game/Weapons/Deagle/Models/deagle1.deagle1","0","39","39","1","60.801472","0","0"
"/Game/Weapons/Deagle/Models/v_hands.v_hands","0","39","39","1","69.328438","0","0"
"/Game/Materials/Fire_PS_M.Fire_PS_M","0","26","26","1","41.068111","0","0"
"/Game/Weapons/Granade/Models/World/w_eq_fraggrenade.w_eq_fraggrenade","0","0","39","1","0.000000","0","0"
"/Game/Weapons/Granade/Models/View/fraggrenade.fraggrenade","0","39","39","1","71.114914","0","0"
"/Game/Weapons/Granade/Models/View/v_hands.v_hands","0","39","39","1","68.384766","0","0"
"/Game/Weapons/USP/Models/View/pist_usp.pist_usp","0","0","39","1","0.000000","0","0"
"/Game/Weapons/USP/Models/View/v_hands.v_hands","0","0","39","1","0.000000","0","0"
"/Game/Player/Models/CT/ct_sas.ct_sas","0","39","39","1","71.272766","0","0"
"/Game/Player/Models/CT/ct_sas_glass.ct_sas_glass","0","39","39","1","63.366444","0","0"
"/Game/Weapons/Knife/Anims/knife_t.knife_t","0","0","39","1","0.000000","0","0"
"/Game/Weapons/Knife/Anims/v_hands.v_hands","0","0","39","1","0.000000","0","0"
"/Game/Weapons/USP/Models/World/w_pist_usp.w_pist_usp","0","0","39","1","0.000000","0","0"
"/Game/Weapons/AK47/Models/World/w_rif_ak47.w_rif_ak47","0","39","39","1","75.328590","0","0"
